2,2,39763705
2,2,37041163
1,1,33925281
1,1,27990721
1,1,41093635
2,2,33319468
3,3,34379214
2,2,30708149
2,2,38991783
2,1,28420158
2,2,37208681
2,2,40898800
1,1,28210538
0,0,27189335
0,0,26161505
3,2,32569736
2,2,32538379
1,1,23170955
1,1,39677357
1,1,33867717
0,0,25650325
3,3,42314703
1,1,38148363
1,1,29522527
3,3,44132951
1,1,35238939
1,1,38255751
1,1,37119068
3,3,34163860
2,2,44637115
0,0,30195736
1,1,31138979
2,2,38684536
0,0,27456609
2,2,32724798
0,0,38159931
0,0,29660382
2,2,31420974
2,2,29417283
0,0,29851866
2,2,39259891
1,1,32978882
0,0,31487061
2,2,38539656
0,0,29595020
1,1,33208979
3,3,36379816
2,2,45438183
1,1,30220448
2,2,39316624
1,1,41781314
0,0,20653662
0,0,27164578
1,1,32394312
1,1,37917376
1,1,38426940
3,3,41809978
2,1,39848438
1,1,35280515
1,1,33106524
2,2,42604945
2,2,40228496
1,1,29956303
1,1,36106049
2,2,49688442
0,0,30356725
1,1,32689957
0,0,36378061
1,1,23325586
1,1,25835526
3,3,42326540
2,2,33398425
1,1,18459976
1,1,29823898
0,0,23703624
0,0,18397760
2,2,39173777
1,1,31112166
2,2,29041698
0,0,19942621
0,0,34637993
1,1,32265904
1,1,32119561
2,2,34123159
4,4,38720424
0,0,30290446
1,1,32481546
2,2,34501893
2,2,33100436
0,0,32920497
0,0,30803401
2,2,36226936
0,0,39678561
0,0,25238886
1,1,34343357
0,0,21913620
0,0,35888440
1,1,39272372
1,1,33115543
3,3,39459499
